date,home_team,away_team,home_score,away_score,tournament,country,neutral
2018-12-28,United Arab Emirates,Kuwait,0,2,Friendly,United Arab Emirates,False
2018-12-29,Bahrain,North Korea,4,0,Friendly,Bahrain,False
2018-12-30,Australia,Oman,5,0,Friendly,United Arab Emirates,True
2018-12-30,Syria,Yemen,1,0,Friendly,United Arab Emirates,True
2018-12-31,Vietnam,Philippines,4,2,Friendly,Qatar,True
2018-12-31,Qatar,Iran,1,2,Friendly,Qatar,False
2018-12-31,Saudi Arabia,South Korea,0,0,Friendly,United Arab Emirates,True
2018-12-31,Kyrgyzstan,Palestine,2,1,Friendly,Qatar,True
2019-01-02,Oman,Thailand,2,0,Friendly,United Arab Emirates,True
2019-01-05,United Arab Emirates,Bahrain,1,1,Asian Cup,United Arab Emirates,False
2019-01-06,Jordan,Australia,1,0,Asian Cup,United Arab Emirates,True
2019-01-06,India,Thailand,4,1,Asian Cup,United Arab Emirates,True
2019-01-06,Palestine,Syria,0,0,Asian Cup,United Arab Emirates,True
2019-01-07,South Korea,Philippines,1,0,Asian Cup,United Arab Emirates,True
2019-01-07,China,Kyrgyzstan,2,1,Asian Cup,United Arab Emirates,True
2019-01-07,Iran,Yemen,5,0,Asian Cup,United Arab Emirates,True
2019-01-08,Iraq,Vietnam,3,2,Asian Cup,United Arab Emirates,True
2019-01-08,Saudi Arabia,North Korea,4,0,Asian Cup,United Arab Emirates,True
2019-01-08,Finland,Sweden,1,0,Friendly,Qatar,True
2019-01-09,Japan,Turkmenistan,3,2,Asian Cup,United Arab Emirates,True
2019-01-09,Qatar,Lebanon,2,0,Asian Cup,United Arab Emirates,True
2019-01-09,Uzbekistan,Oman,2,1,Asian Cup,United Arab Emirates,True
2019-01-10,United Arab Emirates,India,2,0,Asian Cup,United Arab Emirates,False
2019-01-10,Jordan,Syria,2,0,Asian Cup,United Arab Emirates,True
2019-01-10,Thailand,Bahrain,1,0,Asian Cup,United Arab Emirates,True
2019-01-11,China,Philippines,3,0,Asian Cup,United Arab Emirates,True
2019-01-11,Australia,Palestine,3,0,Asian Cup,United Arab Emirates,True
2019-01-11,South Korea,Kyrgyzstan,1,0,Asian Cup,United Arab Emirates,True
2019-01-11,Iceland,Sweden,2,2,Friendly,Qatar,True
2019-01-11,Estonia,Finland,2,1,Friendly,Qatar,True
2019-01-12,Saudi Arabia,Lebanon,2,0,Asian Cup,United Arab Emirates,True
2019-01-12,Iran,Vietnam,2,0,Asian Cup,United Arab Emirates,True
2019-01-12,Iraq,Yemen,3,0,Asian Cup,United Arab Emirates,True
2019-01-13,Japan,Oman,1,0,Asian Cup,United Arab Emirates,True
2019-01-13,Qatar,North Korea,6,0,Asian Cup,United Arab Emirates,True
2019-01-13,Uzbekistan,Turkmenistan,4,0,Asian Cup,United Arab Emirates,True
2019-01-14,Bahrain,India,1,0,Asian Cup,United Arab Emirates,True
2019-01-14,United Arab Emirates,Thailand,1,1,Asian Cup,United Arab Emirates,False
2019-01-15,Australia,Syria,3,2,Asian Cup,United Arab Emirates,True
2019-01-15,Jordan,Palestine,0,0,Asian Cup,United Arab Emirates,True
2019-01-15,Estonia,Iceland,0,0,Friendly,Qatar,True
2019-01-16,Kyrgyzstan,Philippines,3,1,Asian Cup,United Arab Emirates,True
2019-01-16,South Korea,China,2,0,Asian Cup,United Arab Emirates,True
2019-01-16,Iran,Iraq,0,0,Asian Cup,United Arab Emirates,True
2019-01-16,Vietnam,Yemen,2,0,Asian Cup,United Arab Emirates,True
2019-01-17,Japan,Uzbekistan,2,1,Asian Cup,United Arab Emirates,True
2019-01-17,Lebanon,North Korea,4,1,Asian Cup,United Arab Emirates,True
2019-01-17,Qatar,Saudi Arabia,2,0,Asian Cup,United Arab Emirates,True
2019-01-17,Oman,Turkmenistan,3,1,Asian Cup,United Arab Emirates,True
2019-01-20,China,Thailand,2,1,Asian Cup,United Arab Emirates,True
2019-01-20,Iran,Oman,2,0,Asian Cup,United Arab Emirates,True
2019-01-20,Jordan,Vietnam,1,1,Asian Cup,United Arab Emirates,True
2019-01-21,Japan,Saudi Arabia,1,0,Asian Cup,United Arab Emirates,True
2019-01-21,Australia,Uzbekistan,0,0,Asian Cup,United Arab Emirates,True
2019-01-21,United Arab Emirates,Kyrgyzstan,3,2,Asian Cup,United Arab Emirates,False
2019-01-22,South Korea,Bahrain,2,1,Asian Cup,United Arab Emirates,True
2019-01-22,Qatar,Iraq,1,0,Asian Cup,United Arab Emirates,True
2019-01-24,Japan,Vietnam,1,0,Asian Cup,United Arab Emirates,True
2019-01-24,Iran,China,3,0,Asian Cup,United Arab Emirates,True
2019-01-25,United Arab Emirates,Australia,1,0,Asian Cup,United Arab Emirates,False
2019-01-25,Qatar,South Korea,1,0,Asian Cup,United Arab Emirates,True
2019-01-27,United States,Panama,3,0,Friendly,United States,False
2019-01-28,Japan,Iran,3,0,Asian Cup,United Arab Emirates,True
2019-01-29,United Arab Emirates,Qatar,0,4,Asian Cup,United Arab Emirates,False
2019-02-01,Qatar,Japan,3,1,Asian Cup,United Arab Emirates,True
2019-02-02,United States,Costa Rica,2,0,Friendly,United States,False
2019-02-16,Dominican Republic,Guadeloupe,1,0,Friendly,Dominican Republic,False
2019-02-21,Kazakhstan,Moldova,1,0,Friendly,Turkey,True
2019-02-23,Sint Maarten,Saint Barthelemy,1,1,Friendly,Sint Maarten,False
2019-02-25,Cuba,Bermuda,2,2,Friendly,Cuba,False
2019-02-27,Cuba,Bermuda,5,0,Friendly,Cuba,False
2019-02-28,St Vincent & Grenadines,Barbados,2,0,Windward Islands Champ,St Vincent & Grenadines,False
2019-02-28,Grenada,Saint Lucia,1,0,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-02,Dominica,Grenada,1,0,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-02,St Vincent & Grenadines,Saint Lucia,2,1,Windward Islands Champ,St Vincent & Grenadines,False
2019-03-03,Bolivia,Nicaragua,2,2,Friendly,Bolivia,False
2019-03-04,Barbados,Grenada,0,0,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-04,Dominica,Saint Lucia,1,1,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-06,El Salvador,Guatemala,3,1,Friendly,United States,True
2019-03-06,Barbados,Saint Lucia,2,0,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-06,St Vincent & Grenadines,Dominica,2,1,Windward Islands Champ,St Vincent & Grenadines,False
2019-03-08,Barbados,Dominica,2,0,Windward Islands Champ,St Vincent & Grenadines,True
2019-03-08,St Vincent & Grenadines,Grenada,1,1,Windward Islands Champ,St Vincent & Grenadines,False
2019-03-09,Cambodia,Bangladesh,0,1,Friendly,Cambodia,False
2019-03-10,Mozambique,Eswatini,1,1,Friendly,South Africa,True
2019-03-10,Anguilla,Saint Martin,2,1,Friendly,Anguilla,False
2019-03-16,Suriname,Guyana,3,1,Friendly,Suriname,False
2019-03-16,Bahamas,Turks and Caicos Islands,6,1,Friendly,Bahamas,False
2019-03-17,Saint Barthelemy,Saint Martin,4,3,Friendly,Saint Barthelemy,False
2019-03-18,Fiji,New Caledonia,3,0,Friendly tournament,Fiji,False
2019-03-18,Solomon Islands,Vanuatu,3,1,Friendly,Solomon Islands,False
2019-03-19,Myanmar,Taiwan,0,0,Friendly,Myanmar,False
2019-03-20,Oman,Afghanistan,5,0,Friendly tournament,Malaysia,True
2019-03-20,Iraq,Syria,1,0,Friendly tournament,Iraq,False
2019-03-20,Malaysia,Singapore,0,1,Friendly tournament,Malaysia,False
2019-03-20,Wales,Trinidad and Tobago,1,0,Friendly,Wales,False
2019-03-20,Germany,Serbia,1,1,Friendly,Germany,False
2019-03-21,China,Thailand,0,1,Friendly tournament,China,False
2019-03-21,Kuwait,Nepal,0,0,Friendly,Kuwait,False
2019-03-21,United Arab Emirates,Saudi Arabia,2,1,Friendly,United Arab Emirates,False
2019-03-21,Mauritius,New Caledonia,3,1,Friendly tournament,Fiji,True
2019-03-21,United States,Ecuador,1,0,Friendly,United States,False
2019-03-21,St Vincent & Grenadines,Bonaire,2,1,CONCACAF Nations League q,St Vincent & Grenadines,False
2019-03-21,British Virgin Islands,Turks and Caicos Islands,2,2,CONCACAF Nations League q,Anguilla,True
2019-03-21,Kazakhstan,Scotland,3,0,European Championship qual,Kazakhstan,False
2019-03-21,Northern Ireland,Estonia,2,0,European Championship qual,Northern Ireland,False
2019-03-21,Austria,Poland,0,1,European Championship qual,Austria,False
2019-03-21,Slovakia,Hungary,2,0,European Championship qual,Slovakia,False
2019-03-21,Belgium,Russia,3,1,European Championship qual,Belgium,False
2019-03-21,Netherlands,Belarus,4,0,European Championship qual,Netherlands,False
2019-03-21,Kosovo,Denmark,2,2,Friendly,Kosovo,False
2019-03-21,North Macedonia,Latvia,3,1,European Championship qual,North Macedonia,False
2019-03-21,Israel,Slovenia,1,1,European Championship qual,Israel,False
2019-03-21,Croatia,Azerbaijan,2,1,European Championship qual,Croatia,False
2019-03-21,Cyprus,San Marino,5,0,European Championship qual,Cyprus,False
2019-03-22,Japan,Colombia,0,1,Friendly,Japan,False
2019-03-22,South Korea,Bolivia,1,0,Friendly,South Korea,False
2019-03-22,Uruguay,Uzbekistan,3,0,Friendly tournament,China,True
2019-03-22,Nigeria,Seychelles,3,1,African Nations Cup qualifier,Nigeria,False
2019-03-22,Algeria,Gambia,1,1,African Nations Cup qualifier,Algeria,False
2019-03-22,Sudan,Equatorial Guinea,1,4,African Nations Cup qualifier,Sudan,False
2019-03-22,Tunisia,Eswatini,4,0,African Nations Cup qualifier,Tunisia,False
2019-03-22,Malawi,Morocco,0,0,African Nations Cup qualifier,Malawi,False
2019-03-22,Burkina Faso,Mauritania,1,0,African Nations Cup qualifier,Burkina Faso,False
2019-03-22,Botswana,Angola,0,1,African Nations Cup qualifier,Botswana,False
2019-03-22,Guatemala,Costa Rica,1,0,Friendly,Guatemala,False
2019-03-22,Mexico,Chile,3,1,Friendly,United States,True
2019-03-22,Saint Lucia,Aruba,3,2,CONCACAF Nations League q,Antigua and Barbuda,True
2019-03-22,Cayman Islands,Montserrat,1,2,CONCACAF Nations League q,Cayman Islands,False
2019-03-22,Anguilla,US Virgin Islands,0,3,CONCACAF Nations League q,Anguilla,False
2019-03-22,Venezuela,Argentina,3,1,Friendly,Spain,True
2019-03-22,Peru,Paraguay,1,0,Friendly,United States,True
2019-03-22,England,Czechia,5,0,European Championship qual,England,False
2019-03-22,Moldova,France,1,4,European Championship qual,Moldova,False
2019-03-22,Luxembourg,Lithuania,2,1,European Championship qual,Luxembourg,False
2019-03-22,Portugal,Ukraine,0,0,European Championship qual,Portugal,False
2019-03-22,Albania,Turkey,0,2,European Championship qual,Albania,False
2019-03-22,Bulgaria,Montenegro,1,1,European Championship qual,Bulgaria,False
2019-03-22,Andorra,Iceland,0,2,European Championship qual,Andorra,False
2019-03-23,Malaysia,Afghanistan,2,1,Friendly tournament,Malaysia,False
2019-03-23,Syria,Jordan,1,0,Friendly tournament,Iraq,True
2019-03-23,Oman,Singapore,1,1,Friendly tournament,Malaysia,True
2019-03-23,Niger,Egypt,1,1,African Nations Cup qualifier,Niger,False
2019-03-23,Ghana,Kenya,1,0,African Nations Cup qualifier,Ghana,False
2019-03-23,Zambia,Namibia,4,1,African Nations Cup qualifier,Zambia,False
2019-03-23,Senegal,Madagascar,2,0,African Nations Cup qualifier,Senegal,False
2019-03-23,Guinea-Bissau,Mozambique,2,2,African Nations Cup qualifier,Guinea-Bissau,False
2019-03-23,Burundi,Gabon,1,1,African Nations Cup qualifier,Burundi,False
2019-03-23,Cameroon,Comoros,3,0,African Nations Cup qualifier,Cameroon,False
2019-03-23,Mali,South Sudan,3,0,African Nations Cup qualifier,Mali,False
2019-03-23,Ivory Coast,Rwanda,3,0,African Nations Cup qualifier,Ivory Coast,False
2019-03-23,El Salvador,Jamaica,2,0,CONCACAF Nations League q,El Salvador,False
2019-03-23,Antigua and Barbuda,Curaçao,2,1,CONCACAF Nations League q,Antigua and Barbuda,False
2019-03-23,Guyana,Belize,2,1,CONCACAF Nations League q,Guyana,False
2019-03-23,Guadeloupe,Martinique,0,1,CONCACAF Nations League q,Guadeloupe,False
2019-03-23,Dominica,Bahamas,4,0,CONCACAF Nations League q,Dominica,False
2019-03-23,Suriname,Saint Kitts and Nevis,2,0,CONCACAF Nations League q,Suriname,False
2019-03-23,Brazil,Panama,1,1,Friendly,Portugal,True
2019-03-23,Sint Maarten,Saint Martin,4,3,CONCACAF Nations League q,Anguilla,True
2019-03-23,Georgia,Switzerland,0,2,European Championship qual,Georgia,False
2019-03-23,Sweden,Romania,2,1,European Championship qual,Sweden,False
2019-03-23,Spain,Norway,2,1,European Championship qual,Spain,False
2019-03-23,Italy,Finland,2,0,European Championship qual,Italy,False
2019-03-23,Gibraltar,Ireland,0,1,European Championship qual,Gibraltar,False
2019-03-23,Liechtenstein,Greece,0,2,European Championship qual,Liechtenstein,False
2019-03-23,Malta,Faroe Islands,2,1,European Championship qual,Malta,False
2019-03-23,Bosnia and Herzegovina,Armenia,2,1,European Championship qual,Bosnia and Herzegovina,False
2019-03-24,Taiwan,Solomon Islands,0,1,Friendly,Taiwan,False
2019-03-24,South Africa,Libya,2,1,African Nations Cup qualifier,Tunisia,True
2019-03-24,Tanzania,Uganda,3,0,African Nations Cup qualifier,Tanzania,False
2019-03-24,Zimbabwe,Congo,2,0,African Nations Cup qualifier,Zimbabwe,False
2019-03-24,Fiji,Mauritius,1,0,Friendly tournament,Fiji,False
2019-03-24,DR Congo,Liberia,1,0,African Nations Cup qualifier,DR Congo,False
2019-03-24,Benin,Togo,2,1,African Nations Cup qualifier,Benin,False
2019-03-24,Cape Verde,Lesotho,0,0,African Nations Cup qualifier,Cape Verde,False
2019-03-24,Central African Republic,Guinea,0,0,African Nations Cup qualifier,Central African Republic,False
2019-03-24,Canada,French Guiana,4,1,CONCACAF Nations League q,Canada,False
2019-03-24,Haiti,Cuba,2,1,CONCACAF Nations League q,Haiti,False
2019-03-24,Barbados,Nicaragua,0,1,CONCACAF Nations League q,Barbados,False
2019-03-24,Puerto Rico,Grenada,0,2,CONCACAF Nations League q,Puerto Rico,False
2019-03-24,Dominican Republic,Bermuda,1,3,CONCACAF Nations League q,Dominican Republic,False
2019-03-24,Bonaire,British Virgin Islands,2,1,CONCACAF Nations League q,Anguilla,True
2019-03-24,San Marino,Scotland,0,2,European Championship qual,San Marino,False
2019-03-24,Wales,Slovakia,1,0,European Championship qual,Wales,False
2019-03-24,Northern Ireland,Belarus,2,1,European Championship qual,Northern Ireland,False
2019-03-24,Israel,Austria,4,2,European Championship qual,Israel,False
2019-03-24,Hungary,Croatia,2,1,European Championship qual,Hungary,False
2019-03-24,Cyprus,Belgium,0,2,European Championship qual,Cyprus,False
2019-03-24,Netherlands,Germany,2,3,European Championship qual,Netherlands,False
2019-03-24,Kazakhstan,Russia,0,4,European Championship qual,Kazakhstan,False
2019-03-24,Poland,Latvia,2,0,European Championship qual,Poland,False
2019-03-24,Slovenia,North Macedonia,1,1,European Championship qual,Slovenia,False
2019-03-25,China,Uzbekistan,0,1,Friendly tournament,China,False
2019-03-25,Myanmar,Indonesia,0,2,Friendly,Myanmar,False
2019-03-25,Uruguay,Thailand,4,0,Friendly tournament,China,True
2019-03-25,Kuwait,Nepal,1,0,Friendly,Kuwait,False
2019-03-25,Saudi Arabia,Equatorial Guinea,3,2,Friendly,Saudi Arabia,False
2019-03-25,Montenegro,England,1,5,European Championship qual,Montenegro,False
2019-03-25,France,Iceland,4,0,European Championship qual,France,False
2019-03-25,Luxembourg,Ukraine,1,2,European Championship qual,Luxembourg,False
2019-03-25,Portugal,Serbia,1,1,European Championship qual,Portugal,False
2019-03-25,Azerbaijan,Lithuania,0,0,Friendly,Azerbaijan,False
2019-03-25,Turkey,Moldova,4,0,European Championship qual,Turkey,False
2019-03-25,Kosovo,Bulgaria,1,1,European Championship qual,Kosovo,False
2019-03-25,Andorra,Albania,0,3,European Championship qual,Andorra,False
2019-03-26,Japan,Bolivia,1,0,Friendly,Japan,False
2019-03-26,South Korea,Colombia,2,1,Friendly,South Korea,False
2019-03-26,United Arab Emirates,Syria,0,0,Friendly,United Arab Emirates,False
2019-03-26,Iraq,Jordan,3,2,Friendly tournament,Iraq,False
2019-03-26,Nigeria,Egypt,1,0,Friendly,Nigeria,False
2019-03-26,Ghana,Mauritania,3,1,Friendly,Ghana,False
2019-03-26,Algeria,Tunisia,1,0,Friendly,Algeria,False
2019-03-26,Morocco,Argentina,0,1,Friendly,Morocco,False
2019-03-26,Senegal,Mali,2,1,Friendly,Senegal,False
2019-03-26,Ivory Coast,Liberia,1,0,Friendly,Ivory Coast,False
2019-03-26,United States,Chile,1,1,Friendly,United States,False
2019-03-26,Costa Rica,Jamaica,1,0,Friendly,Costa Rica,False
2019-03-26,El Salvador,Peru,2,0,Friendly,United States,True
2019-03-26,Nicaragua,Guatemala,0,1,Friendly,Nicaragua,False
2019-03-26,Mexico,Paraguay,4,2,Friendly,United States,True
2019-03-26,Ecuador,Honduras,0,0,Friendly,United States,True
2019-03-26,Czechia,Brazil,1,3,Friendly,Czechia,False
2019-03-26,Switzerland,Denmark,3,3,European Championship qual,Switzerland,False
2019-03-26,Norway,Sweden,3,3,European Championship qual,Norway,False
2019-03-26,Italy,Liechtenstein,6,0,European Championship qual,Italy,False
2019-03-26,Armenia,Finland,0,2,European Championship qual,Armenia,False
2019-03-26,Gibraltar,Estonia,0,1,Friendly,Gibraltar,False
2019-03-26,Malta,Spain,0,2,European Championship qual,Malta,False
2019-03-26,Romania,Faroe Islands,4,1,European Championship qual,Romania,False
2019-03-26,Ireland,Georgia,1,0,European Championship qual,Ireland,False
2019-03-26,Bosnia and Herzegovina,Greece,2,2,European Championship qual,Bosnia and Herzegovina,False
2019-05-25,Mauritius,Eswatini,2,2,COSAFA Cup,South Africa,True
2019-05-26,Malawi,Seychelles,3,0,COSAFA Cup,South Africa,True
2019-05-26,Namibia,Mozambique,2,1,COSAFA Cup,South Africa,True
2019-05-27,Comoros,Eswatini,2,2,COSAFA Cup,South Africa,True
2019-05-28,Laos,Sri Lanka,2,1,Friendly,Laos,False
2019-05-28,Malawi,Namibia,2,1,COSAFA Cup,South Africa,True
2019-05-28,Mozambique,Seychelles,0,0,COSAFA Cup,South Africa,True
2019-05-29,Comoros,Mauritius,2,1,COSAFA Cup,South Africa,True
2019-05-29,Cayman Islands,Cuba,0,0,Friendly,Cayman Islands,False
2019-05-30,Malawi,Mozambique,1,1,COSAFA Cup,South Africa,True
2019-05-30,Namibia,Seychelles,3,0,COSAFA Cup,South Africa,True
2019-05-30,Turkey,Greece,2,1,Friendly,Turkey,False
2019-05-31,Laos,Sri Lanka,2,2,Friendly,Laos,False
2019-05-31,Cayman Islands,Cuba,0,1,Friendly,Cayman Islands,False
2019-06-01,Lesotho,Uganda,0,0,COSAFA Cup,South Africa,True
2019-06-01,Zimbabwe,Comoros,2,0,COSAFA Cup,South Africa,True
2019-06-01,Ecuador,Venezuela,1,1,Friendly,United States,True
2019-06-02,Malaysia,Nepal,2,0,Friendly,Malaysia,False
2019-06-02,Turkey,Uzbekistan,2,0,Friendly,Turkey,False
2019-06-02,South Africa,Botswana,2,2,COSAFA Cup,South Africa,False
2019-06-02,Malawi,Zambia,2,2,COSAFA Cup,South Africa,True
2019-06-02,Luxembourg,Madagascar,3,3,Friendly,Luxembourg,False
2019-06-02,El Salvador,Haiti,1,0,Friendly,United States,True
2019-06-02,France,Bolivia,2,0,Friendly,France,False
2019-06-03,Colombia,Panama,3,0,Friendly,Colombia,False
2019-06-04,South Africa,Uganda,1,1,COSAFA Cup,South Africa,False
2019-06-04,Malawi,Comoros,2,1,COSAFA Cup,South Africa,True
2019-06-04,Vanuatu,Tahiti,2,0,Friendly tournament,Vanuatu,False
2019-06-05,Japan,Trinidad and Tobago,0,0,Friendly,Japan,False
2019-06-05,Curaçao,India,3,1,King's Cup,Thailand,True
2019-06-05,Thailand,Vietnam,0,1,King's Cup,Thailand,False
2019-06-05,Brazil,Qatar,2,0,Friendly,Brazil,False
2019-06-05,Zambia,Zimbabwe,0,0,COSAFA Cup,South Africa,True
2019-06-05,Botswana,Lesotho,2,1,COSAFA Cup,South Africa,True
2019-06-05,United States,Jamaica,0,1,Friendly,United States,False
2019-06-05,Peru,Costa Rica,1,0,Friendly,Peru,False
2019-06-05,Mexico,Venezuela,3,1,Friendly,United States,True
2019-06-05,Paraguay,Honduras,1,1,Friendly,Paraguay,False
2019-06-05,Portugal,Switzerland,3,1,European Nations League,Portugal,False
2019-06-06,Iran,Syria,5,0,Friendly,Iran,False
2019-06-06,Mongolia,Brunei,2,0,World Cup and Asian Cup qual,Mongolia,False
2019-06-06,Macao,Sri Lanka,1,0,World Cup and Asian Cup qual,China,True
2019-06-06,Taiwan,Nepal,1,1,Friendly,Taiwan,False
2019-06-06,Cambodia,Pakistan,2,0,World Cup and Asian Cup qual,Cambodia,False
2019-06-06,Laos,Bangladesh,0,1,World Cup and Asian Cup qual,Laos,False
2019-06-06,Bhutan,Guam,1,0,World Cup and Asian Cup qual,Bhutan,False
2019-06-06,Chile,Haiti,2,1,Friendly,Chile,False
2019-06-06,Bermuda,Guyana,1,0,Friendly,Bermuda,False
2019-06-06,Netherlands,England,3,1,European Nations League,Portugal,True
2019-06-07,China,Philippines,2,0,Friendly,China,False
2019-06-07,South Korea,Australia,1,0,Friendly,South Korea,False
2019-06-07,Tajikistan,Afghanistan,1,1,Friendly,Tajikistan,False
2019-06-07,Malaysia,East Timor,7,1,World Cup qualifier,Malaysia,False
2019-06-07,Uzbekistan,North Korea,4,0,Friendly,Uzbekistan,False
2019-06-07,Tunisia,Iraq,2,0,Friendly,Tunisia,False
2019-06-07,Slovakia,Jordan,5,1,Friendly,Slovakia,False
2019-06-07,South Africa,Malawi,0,0,COSAFA Cup,South Africa,False
2019-06-07,Kenya,Madagascar,1,0,Friendly,France,True
2019-06-07,Lesotho,Zimbabwe,2,2,COSAFA Cup,South Africa,True
2019-06-07,Gambia,Guinea,1,0,Friendly,Morocco,True
2019-06-07,Ivory Coast,Comoros,3,1,Friendly,France,True
2019-06-07,Argentina,Nicaragua,5,1,Friendly,Argentina,False
2019-06-07,Uruguay,Panama,3,0,Friendly,Uruguay,False
2019-06-07,Fiji,Tahiti,1,1,Friendly tournament,Vanuatu,True
2019-06-07,Austria,Slovenia,1,0,European Championship qual,Austria,False
2019-06-07,Sweden,Malta,3,0,European Championship qual,Sweden,False
2019-06-07,Norway,Romania,2,2,European Championship qual,Norway,False
2019-06-07,Lithuania,Luxembourg,1,1,European Championship qual,Lithuania,False
2019-06-07,Denmark,Ireland,1,1,European Championship qual,Denmark,False
2019-06-07,North Macedonia,Poland,0,1,European Championship qual,North Macedonia,False
2019-06-07,Faroe Islands,Spain,1,4,European Championship qual,Faroe Islands,False
2019-06-07,Latvia,Israel,0,3,European Championship qual,Latvia,False
2019-06-07,Czechia,Bulgaria,2,1,European Championship qual,Czechia,False
2019-06-07,Ukraine,Serbia,5,0,European Championship qual,Ukraine,False
2019-06-07,Montenegro,Kosovo,1,1,European Championship qual,Montenegro,False
2019-06-07,Georgia,Gibraltar,3,0,European Championship qual,Georgia,False
2019-06-08,Thailand,India,0,1,King's Cup,Thailand,False
2019-06-08,Curaçao,Vietnam,1,1,King's Cup,Thailand,True
2019-06-08,Singapore,Solomon Islands,4,3,Friendly,Singapore,False
2019-06-08,Nigeria,Zimbabwe,0,0,Friendly,Nigeria,False
2019-06-08,Zambia,Botswana,1,0,COSAFA Cup,South Africa,True
2019-06-08,Angola,Guinea-Bissau,2,0,Friendly,Portugal,True
2019-06-08,Scotland,Cyprus,2,1,European Championship qual,Scotland,False
2019-06-08,Croatia,Wales,2,1,European Championship qual,Croatia,False
2019-06-08,Estonia,Northern Ireland,1,2,European Championship qual,Estonia,False
2019-06-08,Azerbaijan,Hungary,1,3,European Championship qual,Azerbaijan,False
2019-06-08,Belgium,Kazakhstan,3,0,European Championship qual,Belgium,False
2019-06-08,Turkey,France,2,0,European Championship qual,Turkey,False
2019-06-08,Belarus,Germany,0,2,European Championship qual,Belarus,False
2019-06-08,Greece,Italy,0,3,European Championship qual,Greece,False
2019-06-08,Finland,Bosnia and Herzegovina,2,0,European Championship qual,Finland,False
2019-06-08,Russia,San Marino,9,0,European Championship qual,Russia,False
2019-06-08,Iceland,Albania,1,0,European Championship qual,Iceland,False
2019-06-08,Moldova,Andorra,1,0,European Championship qual,Moldova,False
2019-06-08,Armenia,Liechtenstein,3,0,European Championship qual,Armenia,False
2019-06-09,Japan,El Salvador,2,0,Friendly,Japan,False
2019-06-09,Turkmenistan,Uganda,0,0,Friendly,United Arab Emirates,True
2019-06-09,Cameroon,Zambia,2,1,Friendly,Spain,True
2019-06-09,Burkina Faso,DR Congo,0,0,Friendly,Spain,True
2019-06-09,Namibia,Ghana,1,0,Friendly,United Arab Emirates,True
2019-06-09,United States,Venezuela,0,3,Friendly,United States,False
2019-06-09,Paraguay,Guatemala,2,0,Friendly,Paraguay,False
2019-06-09,Mexico,Ecuador,3,2,Friendly,United States,True
2019-06-09,Brazil,Honduras,7,0,Friendly,Brazil,False
2019-06-09,Peru,Colombia,0,3,Friendly,Peru,False
2019-06-09,England,Switzerland,0,0,European Nations League,Portugal,True
2019-06-09,Portugal,Netherlands,1,0,European Nations League,Portugal,False
2019-06-10,Canada,Trinidad and Tobago,2,0,Friendly,United States,True
2019-06-10,Vanuatu,Fiji,0,0,Friendly tournament,Vanuatu,False
2019-06-10,North Macedonia,Austria,1,4,European Championship qual,North Macedonia,False
2019-06-10,Spain,Sweden,3,0,European Championship qual,Spain,False
2019-06-10,Faroe Islands,Norway,0,2,European Championship qual,Faroe Islands,False
2019-06-10,Ukraine,Luxembourg,1,0,European Championship qual,Ukraine,False
2019-06-10,Denmark,Georgia,5,1,European Championship qual,Denmark,False
2019-06-10,Poland,Israel,4,0,European Championship qual,Poland,False
2019-06-10,Malta,Romania,0,4,European Championship qual,Malta,False
2019-06-10,Latvia,Slovenia,0,5,European Championship qual,Latvia,False
2019-06-10,Serbia,Lithuania,4,1,European Championship qual,Serbia,False
2019-06-10,Bulgaria,Kosovo,2,3,European Championship qual,Bulgaria,False
2019-06-10,Ireland,Gibraltar,2,0,European Championship qual,Ireland,False
2019-06-10,Czechia,Montenegro,3,0,European Championship qual,Czechia,False
2019-06-11,China,Tajikistan,1,0,Friendly,China,False
2019-06-11,Jordan,Indonesia,4,1,Friendly,Jordan,False
2019-06-11,South Korea,Iran,1,1,Friendly,South Korea,False
2019-06-11,Brunei,Mongolia,2,1,World Cup and Asian Cup qual,Brunei,False
2019-06-11,Uzbekistan,Syria,2,0,Friendly,Uzbekistan,False
2019-06-11,Hong Kong,Taiwan,0,2,Friendly,Hong Kong,False
2019-06-11,Singapore,Myanmar,1,2,Friendly,Singapore,False
2019-06-11,Cambodia,Pakistan,2,1,World Cup and Asian Cup qual,Qatar,True
2019-06-11,Malaysia,East Timor,5,1,World Cup qualifier,Malaysia,False
2019-06-11,Kyrgyzstan,Palestine,2,2,Friendly,Kyrgyzstan,False
2019-06-11,Bangladesh,Laos,0,0,World Cup and Asian Cup qual,Bangladesh,False
2019-06-11,Guam,Bhutan,5,0,World Cup and Asian Cup qual,Guam,False
2019-06-11,Algeria,Burundi,1,1,Friendly,Qatar,True
2019-06-11,Croatia,Tunisia,1,2,Friendly,Croatia,False
2019-06-11,Benin,Guinea,1,0,Friendly,Morocco,True
2019-06-11,Haiti,Guyana,3,1,Friendly,Costa Rica,True
2019-06-11,Belgium,Scotland,3,0,European Championship qual,Belgium,False
2019-06-11,Hungary,Wales,1,0,European Championship qual,Hungary,False
